District,Taluk,Market,Commodity,Month,Arrival,Unit,Month_Num
Bagalakot,Jamkhandi,JAMKANDI,Ox,Feb,24,Numbers,2
Bagalakot,Jamkhandi,JAMKANDI,Ram,Feb,15,Numbers,2
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Feb,194,Numbers,2
Bagalakot,Jamkhandi,JAMKANDI,Sheep,Feb,170,Numbers,2
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Feb,85,Quintal,2
Bagalakot,Jamkhandi,JAMKANDI,Bull,Mar,421,Numbers,3
Bagalakot,Jamkhandi,JAMKANDI,Cotton,Mar,29,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Cow,Mar,60,Numbers,3
Bagalakot,Jamkhandi,JAMKANDI,Goat,Mar,9,Numbers,3
Bagalakot,Jamkhandi,JAMKANDI,Jaggery,Mar,59,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Mar,11,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Maize,Mar,2245,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Onion,Mar,787,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Ox,Mar,146,Numbers,3
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Mar,277,Numbers,3
Bagalakot,Jamkhandi,JAMKANDI,She Goat,Mar,40,Numbers,3
Bagalakot,Jamkhandi,JAMKANDI,Sunflower,Mar,105,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Mar,301,Quintal,3
Bagalakot,Jamkhandi,JAMKANDI,Bajra,Apr,330,Quintal,4
Bagalakot,Jamkhandi,JAMKANDI,Bull,Apr,5,Numbers,4
Bagalakot,Jamkhandi,JAMKANDI,Cow,Apr,31,Numbers,4
Bagalakot,Jamkhandi,JAMKANDI,Goat,Apr,1,Numbers,4
Bagalakot,Jamkhandi,JAMKANDI,He Baffalo,Apr,5,Numbers,4
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Apr,40,Quintal,4
Bagalakot,Jamkhandi,JAMKANDI,Maize,Apr,1378,Quintal,4
Bagalakot,Jamkhandi,JAMKANDI,Onion,Apr,646,Quintal,4
Bagalakot,Jamkhandi,JAMKANDI,Ox,Apr,21,Numbers,4
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Apr,51,Numbers,4
Bagalakot,Jamkhandi,JAMKANDI,Sunflower,Apr,300,Quintal,4
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Apr,320,Quintal,4
Bagalakot,Jamkhandi,JAMKANDI,Bull,May,33,Numbers,5
Bagalakot,Jamkhandi,JAMKANDI,Cow,May,153,Numbers,5
Bagalakot,Jamkhandi,JAMKANDI,Goat,May,1,Numbers,5
Bagalakot,Jamkhandi,JAMKANDI,Groundnut,May,15,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Jaggery,May,18,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Jowar,May,50,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Maize,May,2125,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Onion,May,1744,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Ox,May,51,Numbers,5
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,May,228,Numbers,5
Bagalakot,Jamkhandi,JAMKANDI,She Goat,May,26,Numbers,5
Bagalakot,Jamkhandi,JAMKANDI,Sunflower,May,55,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Wheat,May,435,Quintal,5
Bagalakot,Jamkhandi,JAMKANDI,Bull,Jun,8,Numbers,6
Bagalakot,Jamkhandi,JAMKANDI,Cow,Jun,59,Numbers,6
Bagalakot,Jamkhandi,JAMKANDI,Groundnut,Jun,54,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,He Baffalo,Jun,1,Numbers,6
Bagalakot,Jamkhandi,JAMKANDI,Jaggery,Jun,116,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Jun,59,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,Maize,Jun,622,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,Onion,Jun,775,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,Ox,Jun,15,Numbers,6
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Jun,107,Numbers,6
Bagalakot,Jamkhandi,JAMKANDI,Sunflower,Jun,35,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Jun,275,Quintal,6
Bagalakot,Jamkhandi,JAMKANDI,Bull,Jul,12,Numbers,7
Bagalakot,Jamkhandi,JAMKANDI,Cotton,Jul,300,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Cow,Jul,167,Numbers,7
Bagalakot,Jamkhandi,JAMKANDI,Groundnut,Jul,145,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Jaggery,Jul,150,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Maize,Jul,715,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Onion,Jul,1077,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Ox,Jul,18,Numbers,7
Bagalakot,Jamkhandi,JAMKANDI,Ram,Jul,2,Numbers,7
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Jul,433,Numbers,7
Bagalakot,Jamkhandi,JAMKANDI,Sheep,Jul,68,Numbers,7
Bagalakot,Jamkhandi,JAMKANDI,Sunflower,Jul,100,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Jul,555,Quintal,7
Bagalakot,Jamkhandi,JAMKANDI,Bull,Aug,10,Numbers,8
Bagalakot,Jamkhandi,JAMKANDI,Cotton,Aug,435,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Cow,Aug,84,Numbers,8
Bagalakot,Jamkhandi,JAMKANDI,Groundnut,Aug,60,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Jaggery,Aug,6,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Aug,234,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Maize,Aug,430,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Onion,Aug,1950,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Ox,Aug,18,Numbers,8
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Aug,274,Numbers,8
Bagalakot,Jamkhandi,JAMKANDI,Sunflower,Aug,30,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Aug,505,Quintal,8
Bagalakot,Jamkhandi,JAMKANDI,Bajra,Sep,10,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,Bull,Sep,18,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Cotton,Sep,95,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,Cow,Sep,101,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Goat,Sep,3,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Groundnut,Sep,80,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,He Baffalo,Sep,1,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Sep,25,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,Maize,Sep,1002,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,Onion,Sep,2150,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,Ox,Sep,13,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Ram,Sep,1,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Sep,221,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,She Goat,Sep,60,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Sheep,Sep,20,Numbers,9
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Sep,125,Quintal,9
Bagalakot,Jamkhandi,JAMKANDI,Bull,Oct,37,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,Cow,Oct,196,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,Goat,Oct,58,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,He Baffalo,Oct,2,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Oct,10,Quintal,10
Bagalakot,Jamkhandi,JAMKANDI,Maize,Oct,4761,Quintal,10
Bagalakot,Jamkhandi,JAMKANDI,Onion,Oct,3950,Quintal,10
Bagalakot,Jamkhandi,JAMKANDI,Ox,Oct,47,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Oct,257,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,She Goat,Oct,13,Numbers,10
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Oct,335,Quintal,10
Bagalakot,Jamkhandi,JAMKANDI,Bajra,Nov,5,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,Bull,Nov,193,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Cow,Nov,263,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Goat,Nov,4,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Groundnut,Nov,40,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Nov,44,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,Maize,Nov,1548,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,Onion,Nov,2650,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,Ox,Nov,182,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Ram,Nov,3,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Safflower,Nov,10,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Nov,311,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Sheep,Nov,60,Numbers,11
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Nov,410,Quintal,11
Bagalakot,Jamkhandi,JAMKANDI,Bajra,Dec,720,Quintal,12
Bagalakot,Jamkhandi,JAMKANDI,Bull,Dec,9,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,Cotton,Dec,43,Quintal,12
Bagalakot,Jamkhandi,JAMKANDI,Cow,Dec,67,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,Goat,Dec,23,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,He Baffalo,Dec,1,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,Jowar,Dec,30,Quintal,12
Bagalakot,Jamkhandi,JAMKANDI,Maize,Dec,3513,Quintal,12
Bagalakot,Jamkhandi,JAMKANDI,Onion,Dec,1200,Quintal,12
Bagalakot,Jamkhandi,JAMKANDI,Ox,Dec,52,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,Ram,Dec,1,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,She Baffalo,Dec,396,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,Sheep,Dec,42,Numbers,12
Bagalakot,Jamkhandi,JAMKANDI,Wheat,Dec,507,Quintal,12
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Jan,6401,Quintal,1
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Feb,6401,Quintal,2
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Mar,6401,Quintal,3
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Apr,6401,Quintal,4
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,May,6401,Quintal,5
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Jun,6401,Quintal,6
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Jul,6401,Quintal,7
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Aug,6401,Quintal,8
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Sep,6401,Quintal,9
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Oct,6401,Quintal,10
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Nov,6401,Quintal,11
Bagalakot,Mudhol,MAHALINGAPURA,Jaggery,Dec,4785,Quintal,12
Bangalore Rural,DodBallapur,DODDABALLAPUR,Avare,Jan,7,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Jan,59,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Jan,64,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Jan,45,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Jan,53,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Jan,72,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Jan,11,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Jan,36,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Jan,41,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coconut,Jan,6401,Numbers,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Jan,348,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Avare (W),Jan,54,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Jan,53,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Horse Gram,Jan,6,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Jaggery,Jan,27,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Jan,43,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Jan,62,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Jan,6401,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Jan,64,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ragi,Jan,272,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Jan,1531,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Jan,59,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Jan,704,Quintal,1
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Feb,49,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Feb,57,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bengalgram,Feb,3,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Feb,33,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Feb,41,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Feb,71,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Feb,6,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Feb,47,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Feb,44,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coconut,Feb,6401,Numbers,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Feb,304,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Avare (W),Feb,45,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Feb,53,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Jaggery,Feb,10,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Feb,47,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Feb,57,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Feb,6401,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Feb,59,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ragi,Feb,88,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Feb,1118,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Feb,50,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Feb,629,Quintal,2
Bangalore Rural,DodBallapur,DODDABALLAPUR,Arecanut,Mar,330,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Mar,63,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Mar,59,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Mar,46,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Mar,51,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Mar,77,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Mar,28,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Mar,45,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Mar,44,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coriander Seed,Mar,11,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Mar,367,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Mar,61,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Jaggery,Mar,22,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Mar,57,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Mar,63,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Mar,6401,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Mar,60,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Mar,6401,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Mar,51,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Mar,646,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Wheat,Mar,6401,Quintal,3
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Apr,62,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Apr,48,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Apr,45,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Apr,43,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Apr,59,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Apr,33,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Apr,47,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Apr,40,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Apr,265,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Apr,55,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Jaggery,Apr,16,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Apr,54,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Apr,50,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Apr,6401,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Apr,51,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Apr,1395,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Apr,50,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Apr,503,Quintal,4
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,May,68,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,May,64,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,May,56,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,May,61,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,May,72,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,May,20,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,May,52,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,May,50,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coriander,May,3,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coriander Seed,May,19,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,May,367,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,May,59,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Jaggery,May,21,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,May,59,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,May,57,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,May,6401,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,May,63,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,May,2875,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,May,62,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,May,632,Quintal,5
Bangalore Rural,DodBallapur,DODDABALLAPUR,Arecanut,Jun,965,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Jun,65,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Jun,65,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Jun,47,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Jun,60,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Jun,61,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Jun,24,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Jun,44,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Jun,43,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coconut,Jun,6401,Numbers,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coriander Seed,Jun,26,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Jun,381,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Jun,55,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Jaggery,Jun,40,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Jun,55,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Jun,60,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Jun,6401,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Paddy,Jun,274,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Jun,54,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ragi,Jun,160,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Jun,3203,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Jun,67,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Jun,614,Quintal,6
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Jul,56,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Jul,57,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Jul,53,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Jul,56,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Jul,52,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Jul,40,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Jul,46,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Jul,46,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coconut,Jul,6401,Numbers,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Jul,370,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Jul,62,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Jul,56,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Jul,83,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Jul,6401,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Jul,60,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ragi,Jul,130,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Jul,6374,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Jul,55,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Jul,580,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Turmeric,Jul,73,Quintal,7
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Aug,61,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Aug,59,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Aug,50,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Aug,51,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Aug,68,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Aug,50,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cauliflower,Aug,140,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Chapparada Avare,Aug,37,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Coconut,Aug,6401,Numbers,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cucumbar,Aug,371,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Green Chilly,Aug,55,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Knool Khol,Aug,46,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ladies Finger,Aug,52,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Maize,Aug,4996,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Raddish,Aug,60,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Rice,Aug,3388,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Ridgeguard,Aug,47,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Tomato,Aug,502,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Wheat,Aug,1617,Quintal,8
Bangalore Rural,DodBallapur,DODDABALLAPUR,Banana Green,Sep,56,Quintal,9
Bangalore Rural,DodBallapur,DODDABALLAPUR,Beans,Sep,43,Quintal,9
Bangalore Rural,DodBallapur,DODDABALLAPUR,Bitter Gourd,Sep,39,Quintal,9
Bangalore Rural,DodBallapur,DODDABALLAPUR,Brinjal,Sep,49,Quintal,9
Bangalore Rural,DodBallapur,DODDABALLAPUR,Cabbage,Sep,59,Quintal,9
Bangalore Rural,DodBallapur,DODDABALLAPUR,Carrot,Sep,48,Quintal,9
